mu_g_max,mu_d_max,K_g_Glc,K_I_Lac,K_d_Lac,k_Glc,k_Lac,k_Prod,feed_start,feed_end,Glc_feed_rate,Glc_0,VCD_0
0.045,0.025,1.0,30.0,50.0,0.04,0.060000000000000005,1.0,2.0,9.5,15.0,50.0,0.75
0.04316326530612245,0.025612244897959182,1.163265306122449,29.387755102040817,46.93877551020408,0.035918367346938776,0.06122448979591837,0.9061224489795918,1.510204081632653,10.724489795918368,16.632653061224488,34.48979591836735,0.6785714285714286
0.0476530612244898,0.02336734693877551,1.0571428571428572,26.122448979591837,45.30612244897959,0.037142857142857144,0.050204081632653066,0.9673469387755103,1.6326530612244898,10.23469387755102,12.142857142857142,32.04081632653061,0.576530612244898
0.04826530612244898,0.022551020408163265,1.0816326530612246,30.408163265306122,53.265306122448976,0.03142857142857143,0.05061224489795919,1.0448979591836736,2.7346938775510203,10.540816326530612,15.204081632653061,43.46938775510204,0.9846938775510203
0.04153061224489796,0.023979591836734693,0.8612244897959184,28.367346938775512,48.57142857142857,0.04653061224489796,0.06081632653061225,0.926530612244898,2.0,10.908163265306122,19.081632653061224,32.857142857142854,0.5153061224489796
0.04806122448979592,0.02316326530612245,0.8857142857142857,30.0,48.36734693877551,0.03306122448979592,0.0689795918367347,1.0571428571428572,2.489795918367347,10.357142857142858,19.693877551020407,40.20408163265306,0.6173469387755102
0.04051020408163265,0.021122448979591837,1.1224489795918366,33.265306122448976,53.46938775510204,0.0326530612244898,0.05306122448979592,1.0979591836734695,1.7551020408163265,8.214285714285714,11.326530612244898,45.91836734693878,0.7602040816326531
0.04479591836734694,0.020306122448979592,1.0489795918367346,25.102040816326532,53.87755102040816,0.03224489795918367,0.058367346938775516,0.9877551020408164,1.7959183673469388,9.989795918367347,11.938775510204081,39.38775510204081,0.6377551020408163
0.045816326530612246,0.028877551020408163,0.9102040816326531,27.551020408163264,47.142857142857146,0.04244897959183674,0.0653061224489796,0.9959183673469388,1.1428571428571428,8.091836734693878,15.408163265306122,66.3265306122449,0.7908163265306123
0.04438775510204082,0.02295918367346939,0.8122448979591838,34.285714285714285,46.734693877551024,0.0473469387755102,0.06244897959183674,1.0326530612244897,1.4285714285714286,9.071428571428571,10.306122448979592,48.36734693877551,0.6683673469387755
